episode,total_timesteps,seed,curriculum_level,length,return,outcome,success,collision,timeout,initial_distance_m,final_distance_m,minimum_clearance_m,start_room,goal_room,reset_attempt
1070,245686,11075,2,231,50.88150545989632,success,1,0,0,3.181934240073872,0.2412277946793814,0.7095399498939514,meeting,office,1
1071,246000,11076,2,314,59.99023538874692,success,1,0,0,6.420495807968317,0.23960492639990735,0.28546053171157837,meeting,office,1
1072,246318,11077,2,318,64.54854701156523,success,1,0,0,4.614517455999432,0.22361544164682423,0.468850314617157,meeting,office,1
1073,246677,11078,2,359,66.49782074691188,success,1,0,0,4.184917591487142,0.24069942938096342,0.22521553933620453,meeting,laboratory,1
1074,247065,11079,2,388,62.760662481515986,success,1,0,0,5.217019493300981,0.246952489985068,0.3212663233280182,meeting,office,1
1075,247605,11080,2,540,96.73225536324449,success,1,0,0,10.048691745987233,0.24221791850762747,0.640332818031311,office,laboratory,1
1076,247929,11081,2,324,63.30686401181788,success,1,0,0,6.863352576247391,0.2442116197800473,0.36487507820129395,office,meeting,1
1077,248375,11082,2,446,35.871739259290806,collision,0,1,0,11.48902198524561,1.8112802764340274,0.21969370543956757,laboratory,office,1
1078,248508,11083,2,133,48.11412437245328,success,1,0,0,3.8569987372456507,0.2269176695842094,0.5813183188438416,office,meeting,1
1079,248763,11084,2,255,60.72331320275412,success,1,0,0,6.316974084995246,0.24346285853280014,0.3597727119922638,meeting,office,1
1080,249106,11085,2,343,61.74500948745424,success,1,0,0,7.567443901472642,0.23439835530857023,0.3490283191204071,office,meeting,1
1081,249327,11086,2,221,58.77422590310398,success,1,0,0,5.494948524337405,0.2436314234059916,0.5708491206169128,laboratory,meeting,1
1082,249814,11087,2,487,92.11509686659033,success,1,0,0,6.728228421063716,0.2489809688097373,0.41915610432624817,laboratory,office,1
1083,250215,11088,2,401,60.023223658232084,success,1,0,0,5.475978659679017,0.246230905168547,0.38890162110328674,laboratory,meeting,1
1084,250429,11089,2,214,57.56379304364117,success,1,0,0,5.572781226985778,0.23807653744202945,0.6248974204063416,meeting,office,1
1085,250718,11090,2,289,67.4249510364414,success,1,0,0,5.2653270126111025,0.22911498811972877,0.484592080116272,meeting,laboratory,1
1086,250764,11091,2,46,-23.073228152682354,collision,0,1,0,11.464175920338683,10.964147124751854,0.21891264617443085,office,laboratory,1
1087,250808,11092,2,44,-22.802778910034135,collision,0,1,0,13.330914826387874,12.599006628701607,0.21120791137218475,office,laboratory,1
1088,251035,11093,2,227,60.161215664389374,success,1,0,0,5.882181893884897,0.24285463052121936,0.7316579818725586,office,meeting,1
1089,251461,11094,2,426,71.22839926140128,success,1,0,0,8.905559773525315,0.23343049078202235,0.23532989621162415,office,laboratory,1
1090,251794,11095,2,333,58.919124514887315,success,1,0,0,5.581360533416821,0.22989050589876112,0.7751151323318481,meeting,office,1
1091,251979,11096,2,185,49.48452248606614,success,1,0,0,3.988909954989524,0.23877030816922026,0.6138808131217957,laboratory,meeting,1
1092,252177,11097,2,198,53.479770226482984,success,1,0,0,3.2042326151919496,0.23463454398631783,0.5186747312545776,office,meeting,1
1093,252391,11098,2,214,1.299420061434148,collision,0,1,0,9.469162460575474,5.326567499026778,0.21452941000461578,laboratory,office,1
1094,252922,11099,2,531,38.47417951344962,collision,0,1,0,9.2983745283943,1.3196854239518603,0.206975519657135,office,laboratory,1
1095,253228,11100,2,306,8.972420489412883,collision,0,1,0,8.314651886286288,1.853805219034048,0.2171965092420578,meeting,office,1
1096,253771,11101,2,543,56.971077938089756,success,1,0,0,5.702002422898177,0.23810938079096713,0.505357027053833,laboratory,meeting,1
1097,254046,11102,2,275,64.44138618933178,success,1,0,0,4.5739777432569655,0.23384540203645338,0.803864061832428,meeting,laboratory,1
1098,254509,11103,2,463,81.59227505173844,success,1,0,0,7.5603002276357945,0.22586514687454345,0.5549978613853455,office,laboratory,1
1099,254625,11104,2,116,-12.628636369920605,collision,0,1,0,8.251496461836126,7.601066220124114,0.21450483798980713,laboratory,office,1
1100,254884,11105,2,259,62.43742367900485,success,1,0,0,6.322043616605057,0.23449932159905815,0.5542582273483276,meeting,office,1
1101,255168,11106,2,284,62.45265327994504,success,1,0,0,6.237720371506299,0.24373565271900038,0.5619431734085083,laboratory,meeting,1
1102,255522,11107,2,354,81.58819204030559,success,1,0,0,8.149461650082579,0.22295265226659866,0.47522130608558655,laboratory,office,1
1103,255673,11108,2,151,-3.7694969776898155,collision,0,1,0,5.626291852859186,3.3575089696774456,0.20945732295513153,office,meeting,1
1104,255759,11109,2,86,-19.748434587294852,collision,0,1,0,7.154667091143741,5.747584392620355,0.2061905562877655,meeting,office,1
1105,256000,11110,2,241,11.243902924051135,collision,0,1,0,12.914097481302765,7.040554712059119,0.21858878433704376,office,laboratory,1
1106,256456,11111,2,456,92.09826601838924,success,1,0,0,11.157880703186645,0.24070929217089443,0.5178221464157104,laboratory,office,1
1107,256790,11112,2,334,64.7221990026739,success,1,0,0,2.9713260086054447,0.2448622597731592,0.34775274991989136,office,meeting,1
1108,257010,11113,2,220,58.21562558771253,success,1,0,0,5.4773342065733965,0.2436216731038486,0.8833000063896179,meeting,laboratory,1
1109,257295,11114,2,285,62.34172727117568,success,1,0,0,5.709396349419271,0.2466676519374847,0.37963366508483887,office,meeting,1
1110,257471,11115,2,176,52.01945297669435,success,1,0,0,4.615528525784405,0.24220766776500044,0.9035463929176331,laboratory,meeting,1
1111,257703,11116,2,232,50.42195855084583,success,1,0,0,4.568702853561499,0.24456694510651056,0.28781113028526306,meeting,laboratory,1
1112,257964,11117,2,261,61.158709185287066,success,1,0,0,6.379590852907266,0.23604208718461012,0.7042062878608704,laboratory,meeting,1
1113,258228,11118,2,264,60.475713901833004,success,1,0,0,5.544869282136089,0.24514287040765725,0.7931606769561768,meeting,laboratory,1
1114,258516,11119,2,288,71.55453182668668,success,1,0,0,6.234742179561772,0.23828348969787091,0.4358435273170471,laboratory,office,1
1115,258991,11120,2,475,73.31524096048403,success,1,0,0,9.261416432097125,0.24061593832350162,0.32995811104774475,meeting,laboratory,1
1116,259331,11121,2,340,71.13187114505985,success,1,0,0,8.451464679817866,0.24267882034441984,0.38637590408325195,meeting,office,1
1117,259616,11122,2,285,46.57831110662556,success,1,0,0,4.768665788753748,0.2204490084786644,0.3630180060863495,office,meeting,1
1118,260025,11123,2,409,82.50700028571889,success,1,0,0,10.50887341895246,0.24460244482285154,0.24053794145584106,laboratory,office,1
1119,260484,11124,2,459,84.44853258073326,success,1,0,0,10.311313913299674,0.24635518753084204,0.5689659714698792,laboratory,office,1
1120,260693,11125,2,209,55.40339065513643,success,1,0,0,4.277968082832874,0.23079862246329935,0.5772350430488586,meeting,laboratory,1
1121,260945,11126,2,252,59.34855688012344,success,1,0,0,5.9805330021229,0.23772021792208964,0.5307386517524719,laboratory,meeting,1
1122,261327,11127,2,382,41.313580933672796,success,1,0,0,3.317907360507033,0.24258202681450938,0.23337985575199127,meeting,office,1
1123,261589,11128,2,262,61.08168197937213,success,1,0,0,5.969771472167291,0.24133375318311823,0.7878164052963257,meeting,office,1
1124,261837,11129,2,248,63.542526258088074,success,1,0,0,6.7610657338215345,0.2271509480385977,0.5873575210571289,office,meeting,1
1125,261882,11130,2,45,-23.27523298948624,collision,0,1,0,8.22205769840197,7.460766837352026,0.21770647168159485,meeting,laboratory,1
1126,262233,11131,2,351,78.2685524703762,success,1,0,0,8.705642246631527,0.24778557701187237,0.6962264776229858,laboratory,office,1
1127,262315,11132,2,82,-15.52491458225563,collision,0,1,0,13.878880637096112,11.865923590051894,0.21854333579540253,laboratory,office,1
1128,262416,11133,2,101,-13.26476920341071,collision,0,1,0,7.716782394784575,5.4950430242064465,0.21228352189064026,meeting,office,1
1129,262775,11134,2,359,71.05521469678584,success,1,0,0,8.077510703566416,0.24360242370535265,0.8619632720947266,meeting,laboratory,1
1130,262999,11135,2,224,59.405930913897606,success,1,0,0,5.838165377620158,0.2240538281095616,0.8322291970252991,office,meeting,1
